match_id,innings_id,innings_number,innings_order,innings_name,batting_team_id,bowling_team_id,innings_close_type,is_declared,is_follow_on,runs_scored,wickets_fallen,overs_bowled,total_extras,byes_runs,leg_byes_runs,no_balls,wides,penalties
53f979f1-6039-42bc-82dd-0ff36d0d7169,239c2835-a385-4e1b-bcae-4df662a1c4d8,1,1,1st Innings - Fiji Victorian CC 1st XI,fa410898-8244-46e6-a9c6-d02e6dd1b8b5,6b44b227-779d-4d06-a30e-958d00f39c20,All Out,False,False,192,10,50.4,17,0,6,2,9,0
53f979f1-6039-42bc-82dd-0ff36d0d7169,8064c457-29cd-4432-a1f3-72579b3e2ad0,1,2,1st Innings - Preston Baseballers CC 1st XI,6b44b227-779d-4d06-a30e-958d00f39c20,fa410898-8244-46e6-a9c6-d02e6dd1b8b5,Declared,True,False,194,5,42.0,0,0,0,0,0,0
53f979f1-6039-42bc-82dd-0ff36d0d7169,016b7628-337e-4f60-87ac-29e8ccc127d8,2,3,2nd Innings - Fiji Victorian CC 1st XI,fa410898-8244-46e6-a9c6-d02e6dd1b8b5,6b44b227-779d-4d06-a30e-958d00f39c20,End of Match,False,False,223,9,67.0,22,16,1,2,3,0
53f979f1-6039-42bc-82dd-0ff36d0d7169,d9fb0db1-a76b-4399-aec2-16591b942575,2,4,2nd Innings - Preston Baseballers CC 1st XI,6b44b227-779d-4d06-a30e-958d00f39c20,fa410898-8244-46e6-a9c6-d02e6dd1b8b5,End of Match,False,False,0,0,0.0,0,0,0,0,0,0
