canonical_player_id,canonical_player_name,display_player_name,phase_model,phase,phase_order,legal_balls,wickets,runs_conceded,match_count,overs,avg,eco,sr
ravi_chowdary,Ravi Chowdary,Ravi Chowdary,T20,Death,3,122,1,73,5,20.2,73.0,3.5901639344262297,122.0
ravi_chowdary,Ravi Chowdary,Ravi Chowdary,Two Day,New Ball,1,142,1,91,9,23.4,91.0,3.8450704225352115,142.0
ravi_chowdary,Ravi Chowdary,Ravi Chowdary,Two Day,Older Ball,2,134,1,84,6,22.2,84.0,3.7611940298507465,134.0
raw_ab033f7b_82e2_4044_b0cb_9024cf56db51,Reuel Sharan,Reuel Sharan,One Day,Middle,2,36,1,50,3,6.0,50.0,8.333333333333334,36.0
raw_ab033f7b_82e2_4044_b0cb_9024cf56db51,Reuel Sharan,Reuel Sharan,One Day,Death,3,30,1,27,2,5.0,27.0,5.4,30.0
raw_ab033f7b_82e2_4044_b0cb_9024cf56db51,Reuel Sharan,Reuel Sharan,T20,Middle,2,18,0,30,2,3.0,,10.0,
raw_ab033f7b_82e2_4044_b0cb_9024cf56db51,Reuel Sharan,Reuel Sharan,T20,Death,3,48,2,47,4,8.0,23.5,5.875,24.0
raw_ab033f7b_82e2_4044_b0cb_9024cf56db51,Reuel Sharan,Reuel Sharan,Two Day,New Ball,1,18,0,30,2,3.0,,10.0,
raw_ab033f7b_82e2_4044_b0cb_9024cf56db51,Reuel Sharan,Reuel Sharan,Two Day,Older Ball,2,48,2,47,4,8.0,23.5,5.875,24.0
raw_0a978d26_0a70_4656_bf41_5515d8dff64d,Sai Akhil Reddy Patil,Sai Akhil Reddy Patil,One Day,Middle,2,11,0,11,1,1.5,,6.0,
raw_0a978d26_0a70_4656_bf41_5515d8dff64d,Sai Akhil Reddy Patil,Sai Akhil Reddy Patil,T20,Middle,2,11,0,11,1,1.5,,6.0,
raw_0a978d26_0a70_4656_bf41_5515d8dff64d,Sai Akhil Reddy Patil,Sai Akhil Reddy Patil,Two Day,New Ball,1,11,0,11,1,1.5,,6.0,
raw_b0359b90_ca42_4a35_b0d1_46703899270f,Sai Krishna Buddaraju,Sai Krishna Buddaraju,One Day,Middle,2,12,0,12,1,2.0,,6.0,
raw_b0359b90_ca42_4a35_b0d1_46703899270f,Sai Krishna Buddaraju,Sai Krishna Buddaraju,T20,Middle,2,12,0,12,1,2.0,,6.0,
