season,season_sort_key,player_name,team,grade,matches,innings,not_outs,runs,high_score,average,strike_rate,30s,50s,100s,ducks,fours,sixes,source_sheet,source_row,source_file,source_system,data_confidence,qa_status
Summer 1940/41,194000,M Girdler,Georges River DCC,Historical club summary,,3,,21,,7,,,,,,,,1940-41,13,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1940/41,194000,M Girdler,Georges River DCC,Historical club summary,,2,,7,,3.5,,,,,,,,1940-41,38,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1940/41,194000,Percy Eldridge,Georges River DCC,Historical club summary,,1,,2,2,2,,,,,,,,1940-41,9,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1940/41,194000,Percy Eldridge,Georges River DCC,Historical club summary,,15,3,115,45,9.583333333333334,,,,,,,,1940-41,33,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1940/41,194000,R Bennett,Georges River DCC,Historical club summary,,7,,57,,8.142857142857142,,,,,,,,1940-41,4,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1940/41,194000,R Brand,Georges River DCC,Historical club summary,,3,,18,,6,,,,,,,,1940-41,5,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1940/41,194000,R Brand,Georges River DCC,Historical club summary,,13,2,182,51,16.545454545454547,,,,,,,,1940-41,32,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1940/41,194000,R Frost,Georges River DCC,Historical club summary,,14,3,51,12,4.636363636363637,,,,,,,,1940-41,12,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1940/41,194000,R Gray,Georges River DCC,Historical club summary,,2,,38,,19,,,,,,,,1940-41,14,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1940/41,194000,R Johnsen,Georges River DCC,Historical club summary,,5,,44,,8.8,,,,,,,,1940-41,16,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1940/41,194000,R Johnsen,Georges River DCC,Historical club summary,,12,5,78,25,11.142857142857142,,,,,,,,1940-41,40,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1940/41,194000,R Morrison,Georges River DCC,Historical club summary,,8,,53,,6.625,,,,,,,,1940-41,19,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1940/41,194000,R Morrison,Georges River DCC,Historical club summary,,10,1,181,49,20.11111111111111,,,,,,,,1940-41,44,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1940/41,194000,R Ramsay,Georges River DCC,Historical club summary,,15,3,61,26,5.083333333333333,,,,,,,,1940-41,46,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1940/41,194000,R Smith,Georges River DCC,Historical club summary,,8,,66,,8.25,,,,,,,,1940-41,24,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1940/41,194000,R Smith,Georges River DCC,Historical club summary,,9,1,237,91,29.625,,,,,,,,1940-41,49,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1940/41,194000,Ren Bullock,Georges River DCC,Historical club summary,,21,1,711,106,35.55,,,,,,,,1940-41,6,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1940/41,194000,Tom Mooney,Georges River DCC,Historical club summary,,18,3,202,47,13.466666666666667,,,,,,,,1940-41,43,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1940/41,194000,W Rolph,Georges River DCC,Historical club summary,,8,,74,27,9.25,,,,,,,,1940-41,22,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1940/41,194000,W Rolph,Georges River DCC,Historical club summary,,13,1,371,99,30.916666666666668,,,,,,,,1940-41,47,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1940/41,194000,Warwick Gietz,Georges River DCC,Historical club summary,,18,3,113,24,7.533333333333333,,,,,,,,1940-41,37,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,A Mckinnery,Georges River DCC,Historical club summary,,19,4,118,24,7.866666666666666,,,,,,,,1944-45,47,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,A Ridge,Georges River DCC,Historical club summary,,17,1,162,31,10.125,,,,,,,,1944-45,49,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,A Sharp,Georges River DCC,Historical club summary,,2,,22,,11,,,,,,,,1944-45,23,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,A Sharp,Georges River DCC,Historical club summary,,13,1,118,39,9.833333333333334,,,,,,,,1944-45,52,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,Alan Cox,Georges River DCC,Historical club summary,,14,1,139,25,10.692307692307692,,,,,,,,1944-45,32,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,Arthur Sommerlad,Georges River DCC,Historical club summary,,17,2,98,18,6.533333333333333,,,,,,,,1944-45,53,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,Bill Edmonds,Georges River DCC,Historical club summary,,14,1,315,63,24.23076923076923,,,,,,,,1944-45,10,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,Bill Edmonds,Georges River DCC,Historical club summary,,2,,67,,33.5,,,,,,,,1944-45,36,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,C Austin,Georges River DCC,Historical club summary,,3,,24,,8,,,,,,,,1944-45,4,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,C Austin,Georges River DCC,Historical club summary,,6,,30,,5,,,,,,,,1944-45,29,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,C Mcconechy,Georges River DCC,Historical club summary,,14,1,91,22,7,,,,,,,,1944-45,18,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,C Mcconechy,Georges River DCC,Historical club summary,,2,,16,,8,,,,,,,,1944-45,46,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,E Bowen,Georges River DCC,Historical club summary,,19,2,411,117,24.176470588235293,,,,,,,,1944-45,5,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,F Lenton,Georges River DCC,Historical club summary,,13,,313,64,24.076923076923077,,,,,,,,1944-45,44,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,George Moss,Georges River DCC,Historical club summary,,18,1,355,79,20.88235294117647,,,,,,,,1944-45,19,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,H Dawe,Georges River DCC,Historical club summary,,1,,2,,2,,,,,,,,1944-45,34,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,H Ferguson,Georges River DCC,Historical club summary,,15,2,241,57,18.53846153846154,,,,,,,,1944-45,13,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,H Frost,Georges River DCC,Historical club summary,,9,,179,80,19.88888888888889,,,,,,,,1944-45,14,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,H Jolly,Georges River DCC,Historical club summary,,15,5,76,17,7.6,,,,,,,,1944-45,17,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,J Gardiner,Georges River DCC,Historical club summary,,2,,6,,3,,,,,,,,1944-45,39,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,J Harvey,Georges River DCC,Historical club summary,,5,,51,,10.2,,,,,,,,1944-45,41,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,J Hooke,Georges River DCC,Historical club summary,,2,,,,,,,,,,,,1944-45,55,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,Jack Farthing,Georges River DCC,Historical club summary,,18,1,167,35,9.823529411764707,,,,,,,,1944-45,12,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,K Murdon,Georges River DCC,Historical club summary,,2,,10,,5,,,,,,,,1944-45,20,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,K Murdon,Georges River DCC,Historical club summary,,9,4,44,15,8.8,,,,,,,,1944-45,48,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,L Bannister,Georges River DCC,Historical club summary,,15,,248,55,16.533333333333335,,,,,,,,1944-45,30,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,N Davidson,Georges River DCC,Historical club summary,,13,4,177,46,19.666666666666668,,,,,,,,1944-45,7,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,N Davidson,Georges River DCC,Historical club summary,,4,,50,,12.5,,,,,,,,1944-45,33,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,N Kennedy,Georges River DCC,Historical club summary,,16,,203,57,12.6875,,,,,,,,1944-45,42,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,Percy Eldridge,Georges River DCC,Historical club summary,,1,,6,,6,,,,,,,,1944-45,11,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,Percy Eldridge,Georges River DCC,Historical club summary,,2,,4,,2,,,,,,,,1944-45,37,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,R Bullock,Georges River DCC,Historical club summary,,3,,23,,7.666666666666667,,,,,,,,1944-45,31,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,R Dubadat,Georges River DCC,Historical club summary,,8,,163,64,20.375,,,,,,,,1944-45,9,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,R Fox,Georges River DCC,Historical club summary,,4,,30,,7.5,,,,,,,,1944-45,38,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,R Harrigan,Georges River DCC,Historical club summary,,12,,86,23,7.166666666666667,,,,,,,,1944-45,40,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,R Scanlon,Georges River DCC,Historical club summary,,19,3,169,30,10.5625,,,,,,,,1944-45,51,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,R Whelan,Georges River DCC,Historical club summary,,4,,43,,10.75,,,,,,,,1944-45,24,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,R Whelan,Georges River DCC,Historical club summary,,2,,105,,52.5,,,,,,,,1944-45,54,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,Ren Bullock,Georges River DCC,Historical club summary,,4,,118,,23.6,,,,,,,,1944-45,6,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,Ron Lamb,Georges River DCC,Historical club summary,,19,1,329,60,18.27777777777778,,,,,,,,1944-45,43,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,T Rogers,Georges River DCC,Historical club summary,,1,,2,,2,,,,,,,,1944-45,22,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,T Rogers,Georges River DCC,Historical club summary,,4,,23,,5.75,,,,,,,,1944-45,50,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,V Lombe,Georges River DCC,Historical club summary,,2,,12,,6,,,,,,,,1944-45,45,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1944/45,194400,W Dixon,Georges River DCC,Historical club summary,,4,,8,,2,,,,,,,,1944-45,8,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,W Dixon,Georges River DCC,Historical club summary,,1,,7,7,7,,,,,,,,1944-45,35,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,W Murray,Georges River DCC,Historical club summary,,16,1,359,67,23.933333333333334,,,,,,,,1944-45,21,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1944/45,194400,Warwick Gietz,Georges River DCC,Historical club summary,,2,,4,,2,,,,,,,,1944-45,15,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,A Cox,Georges River DCC,Historical club summary,,16,3,184,33,14.17,,,,,,,,1946-47,32,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,A Howard,Georges River DCC,Historical club summary,,2,,,,,,,,,,,,1946-47,40,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1946/47,194600,C Austin,Georges River DCC,Historical club summary,,12,,226,67,18.83,,,,,,,,1946-47,28,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,C Gietz,Georges River DCC,Historical club summary,,1,,1,,1,,,,,,,,1946-47,36,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,D Winspear,Georges River DCC,Historical club summary,,15,2,263,59,20.23,,,,,,,,1946-47,52,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,E Bates,Georges River DCC,Historical club summary,,14,,181,37,12.92,,,,,,,,1946-47,29,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1946/47,194600,E Edmonds,Georges River DCC,Historical club summary,,16,2,331,117,23.64,,,,,,,,1946-47,6,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,E Hall,Georges River DCC,Historical club summary,,6,,51,19,8.5,,,,,,,,1946-47,39,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,E Lamb,Georges River DCC,Historical club summary,,4,,22,16,5.5,,,,,,,,1946-47,11,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,E Lamb,Georges River DCC,Historical club summary,,3,,95,66,31.6,,,,,,,,1946-47,41,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,E Mealey,Georges River DCC,Historical club summary,,13,2,101,25,9.18,,,,,,,,1946-47,45,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,F Cox,Georges River DCC,Historical club summary,,4,,8,7,2,,,,,,,,1946-47,33,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,G Leslie,Georges River DCC,Historical club summary,,18,3,271,57,18.06,,,,,,,,1946-47,43,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,G Nosworthy,Georges River DCC,Historical club summary,,4,,102,37,25.5,,,,,,,,1946-47,15,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,H Jesson,Georges River DCC,Historical club summary,,18,6,105,31,8.75,,,,,,,,1946-47,9,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,H Jolly,Georges River DCC,Historical club summary,,16,4,92,43,7.6,,,,,,,,1946-47,10,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1946/47,194600,I Campbell,Georges River DCC,Historical club summary,,2,,22,13,11,,,,,,,,1946-47,31,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,J Farthing,Georges River DCC,Historical club summary,,16,,270,69,16.87,,,,,,,,1946-47,7,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,J Lloyd,Georges River DCC,Historical club summary,,14,1,226,66,17.38,,,,,,,,1946-47,13,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,J Lloyd,Georges River DCC,Historical club summary,,2,,47,37,23.5,,,,,,,,1946-47,44,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,J Ross,Georges River DCC,Historical club summary,,6,,39,1,6.5,,,,,,,,1946-47,49,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,J Squires,Georges River DCC,Historical club summary,,15,1,49,11,3.5,,,,,,,,1946-47,50,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,K Perry,Georges River DCC,Historical club summary,,14,,100,35,7.14,,,,,,,,1946-47,47,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,M Lamb,Georges River DCC,Historical club summary,,16,1,230,39,15.3,,,,,,,,1946-47,42,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,N Davidson,Georges River DCC,Historical club summary,,3,,29,13,9.6,,,,,,,,1946-47,34,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,R Brand,Georges River DCC,Historical club summary,,12,4,103,29,12.87,,,,,,,,1946-47,30,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,R Bullock,Georges River DCC,Historical club summary,,19,3,187,53,11.68,,,,,,,,1946-47,4,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,R Gray,Georges River DCC,Historical club summary,,4,1,46,31,15.3,,,,,,,,1946-47,8,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,R Gray,Georges River DCC,Historical club summary,,4,,105,52,21.25,,,,,,,,1946-47,38,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,R Lamb,Georges River DCC,Historical club summary,,19,,317,71,16.68,,,,,,,,1946-47,12,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1946/47,194600,R Whelan,Georges River DCC,Historical club summary,,11,1,182,80,18.2,,,,,,,,1946-47,20,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1946/47,194600,S Fuller,Georges River DCC,Historical club summary,,15,6,111,22,12.3,,,,,,,,1946-47,35,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,T Mooney,Georges River DCC,Historical club summary,,3,,6,5,2,,,,,,,,1946-47,46,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,T Squires,Georges River DCC,Historical club summary,,16,6,161,34,16.1,,,,,,,,1946-47,17,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,T Trotter,Georges River DCC,Historical club summary,,8,,104,60,13,,,,,,,,1946-47,18,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,W Gietz,Georges River DCC,Historical club summary,,12,,143,74,11.91,,,,,,,,1946-47,37,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,W Murray,Georges River DCC,Historical club summary,,21,1,429,58,21.45,,,,,,,,1946-47,14,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,W Rolph,Georges River DCC,Historical club summary,,11,2,105,39,11.6,,,,,,,,1946-47,16,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1946/47,194600,W Rolph,Georges River DCC,Historical club summary,,2,,30,26,15,,,,,,,,1946-47,48,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,W Trotter,Georges River DCC,Historical club summary,,4,1,30,25,10,,,,,,,,1946-47,19,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1946/47,194600,W Trotter,Georges River DCC,Historical club summary,,8,1,91,34,13,,,,,,,,1946-47,51,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,A Ridge,Georges River DCC,Historical club summary,,12,,84,18,7,,,,,,,,1947-48,48,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1947/48,194700,Alan Cox,Georges River DCC,Historical club summary,,1,1,2,2,,,,,,,,,1947-48,6,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Alan Cox,Georges River DCC,Historical club summary,,12,1,107,34,9.727272727272727,,,,,,,,1947-48,33,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Bill Edmonds,Georges River DCC,Historical club summary,,16,,244,61,15.25,,,,,,,,1947-48,8,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,C Austin,Georges River DCC,Historical club summary,,2,,6,6,3,,,,,,,,1947-48,28,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1947/48,194700,C Gietz,Georges River DCC,Historical club summary,,9,4,52,17,10.4,,,,,,,,1947-48,38,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,C Price,Georges River DCC,Historical club summary,,4,,11,4,2.75,,,,,,,,1947-48,47,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,E Mealey,Georges River DCC,Historical club summary,,6,,41,13,6.833333333333333,,,,,,,,1947-48,43,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,E Williams,Georges River DCC,Historical club summary,,11,1,186,39,18.6,,,,,,,,1947-48,21,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,E Williams,Georges River DCC,Historical club summary,,6,,84,49,14,,,,,,,,1947-48,53,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1947/48,194700,Eric Bates,Georges River DCC,Historical club summary,,18,2,137,25,8.5625,,,,,,,,1947-48,29,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,George Toddie,Georges River DCC,Historical club summary,,12,,72,31,6,,,,,,,,1947-48,19,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,George Toddie,Georges River DCC,Historical club summary,,6,,71,33,11.833333333333334,,,,,,,,1947-48,51,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1947/48,194700,Gordon Leslie,Georges River DCC,Historical club summary,,20,2,256,61,14.222222222222221,,,,,,,,1947-48,13,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,H Jesson,Georges River DCC,Historical club summary,,6,3,24,9,8,,,,,,,,1947-48,10,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,H Jolly,Georges River DCC,Historical club summary,,12,2,57,20,5.7,,,,,,,,1947-48,11,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,H Winspear,Georges River DCC,Historical club summary,,2,,41,24,20.5,,,,,,,,1947-48,22,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,H Winspear,Georges River DCC,Historical club summary,,3,2,15,10,15,,,,,,,,1947-48,55,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,I Campbell,Georges River DCC,Historical club summary,,3,1,56,26,28,,,,,,,,1947-48,32,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,J Smith,Georges River DCC,Historical club summary,,1,1,12,12,,,,,,,,,1947-48,17,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,J Smith,Georges River DCC,Historical club summary,,2,,2,2,1,,,,,,,,1947-48,50,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,J Winspear,Georges River DCC,Historical club summary,,7,2,30,20,6,,,,,,,,1947-48,54,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Jack Lloyd,Georges River DCC,Historical club summary,,22,1,345,53,16.428571428571427,,,,,,,,1947-48,14,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,K Murden,Georges River DCC,Historical club summary,,2,,14,10,7,,,,,,,,1947-48,45,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Keith Trotter,Georges River DCC,Historical club summary,,16,2,129,31,9.214285714285714,,,,,,,,1947-48,52,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1947/48,194700,L Allen,Georges River DCC,Historical club summary,,5,,64,23,12.8,,,,,,,,1947-48,4,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,L Allen,Georges River DCC,Historical club summary,,14,,139,31,9.928571428571429,,,,,,,,1947-48,27,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,L Pierce,Georges River DCC,Historical club summary,,6,1,48,35,9.6,,,,,,,,1947-48,46,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Mick Lamb,Georges River DCC,Historical club summary,,21,2,281,48,14.789473684210526,,,,,,,,1947-48,40,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,N Davidson,Georges River DCC,Historical club summary,,13,1,134,31,11.166666666666666,,,,,,,,1947-48,34,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Paul Brunton,Georges River DCC,Historical club summary,,2,,7,5,3.5,,,,,,,,1947-48,31,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Percy Eldridge,Georges River DCC,Historical club summary,,4,1,1,1,0.25,,,,,,,,1947-48,37,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Played Wo,Georges River DCC,Historical club summary,1,,1,,1,,,,,,,,,1947-48,63,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,R Brand,Georges River DCC,Historical club summary,,15,2,141,64,10.846153846153847,,,,,,,,1947-48,30,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Ren Bullock,Georges River DCC,Historical club summary,,20,3,334,70,19.647058823529413,,,,,,,,1947-48,5,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Ron Lamb,Georges River DCC,Historical club summary,,22,1,390,74,18.571428571428573,,,,,,,,1947-48,12,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,S Douglas,Georges River DCC,Historical club summary,,11,1,185,55,18.5,,,,,,,,1947-48,7,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,S Douglas,Georges River DCC,Historical club summary,,3,,16,11,5.333333333333333,,,,,,,,1947-48,36,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,T Moorcroft,Georges River DCC,Historical club summary,,2,,17,12,8.5,,,,,,,,1947-48,44,bexley_stats_spreadsheets.xlsx,excel,medium,clean
Summer 1947/48,194700,T Squires,Georges River DCC,Historical club summary,,20,10,293,72,29.3,,,,,,,,1947-48,18,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,T Trotter,Georges River DCC,Historical club summary,,17,2,216,78,14.4,,,,,,,,1947-48,20,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,V Mahoney,Georges River DCC,Historical club summary,,5,,5,4,1.25,,,,,,,,1947-48,15,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,V Mahoney,Georges River DCC,Historical club summary,,13,,172,56,13.23076923076923,,,,,,,,1947-48,42,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,W Dixon,Georges River DCC,Historical club summary,,2,,,,,,,,,,,,1947-48,35,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,W Rolph,Georges River DCC,Historical club summary,,3,,59,35,19.666666666666668,,,,,,,,1947-48,16,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,W Rolph,Georges River DCC,Historical club summary,,3,,131,62,43.666666666666664,,,,,,,,1947-48,49,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Warwick Gietz,Georges River DCC,Historical club summary,,2,,12,12,6,,,,,,,,1947-48,9,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1947/48,194700,Warwick Gietz,Georges River DCC,Historical club summary,,11,,54,15,4.909090909090909,,,,,,,,1947-48,39,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1948/49,194800,Alan Cox,Georges River DCC,Historical club summary,,7,2,24,8,4.8,,,,,,,,1948-49,5,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1948/49,194800,Alf Randle,Georges River DCC,Historical club summary,,13,,188,32,14.461538461538462,,,,,,,,1948-49,13,bexley_stats_spreadsheets.xlsx,excel,high,clean
