season,season_sort_key,player_name,team,grade,matches,innings,not_outs,runs,high_score,average,strike_rate,30s,50s,100s,ducks,fours,sixes,source_sheet,source_row,source_file,source_system,data_confidence,qa_status
Summer 1999/00,199900,Crawford Thompson,Georges River DCC,Historical club summary,2,2,1,44,44,44,,,,,,,,1999-00,78,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Darren Lawless,Georges River DCC,Historical club summary,12,14,7,101,32,14.43,,,,,,,,1999-00,35,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Darrin Luckman,Georges River DCC,Historical club summary,14,15,,161,33,10.73,,,,,,,,1999-00,40,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Dave Jiffkins,Georges River DCC,Historical club summary,10,11,,148,32,13.45,,,,,,,,1999-00,33,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,David Blanmires,Georges River DCC,Historical club summary,3,3,2,12,6,12,,,,,,,,1999-00,9,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,David Hawkins,Georges River DCC,Historical club summary,1,1,,14,14,14,,,,,,,,1999-00,27,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,David Marshall,Georges River DCC,Historical club summary,4,4,,29,11,7.25,,,,,,,,1999-00,42,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,David Mcwilliams,Georges River DCC,Historical club summary,1,1,,13,13,13,,,,,,,,1999-00,45,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,David Prince,Georges River DCC,Historical club summary,13,12,3,75,21,8.33,,,,,,,,1999-00,56,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,David Richardson,Georges River DCC,Historical club summary,10,12,,155,31,12.92,,,,,,,,1999-00,60,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Dean Swift,Georges River DCC,Historical club summary,11,13,1,143,33,11.92,,,,,,,,1999-00,75,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Drew Paternoster,Georges River DCC,Historical club summary,1,1,1,,,,,,,,,,,1999-00,52,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Gavin Scott,Georges River DCC,Historical club summary,15,18,2,328,54,20.5,,,2,,,,,1999-00,63,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Glenn A Ross,Georges River DCC,Historical club summary,1,1,,5,5,5,,,,,,,,1999-00,61,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Glenn Wiltshire,Georges River DCC,Historical club summary,13,13,1,405,128,33.75,,,1,1,,,,1999-00,82,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Greg Meller,Georges River DCC,Historical club summary,3,3,,24,19,8,,,,,,,,1999-00,46,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Gus Kelly,Georges River DCC,Historical club summary,10,10,1,59,20,6.56,,,,,,,,1999-00,34,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Ian M Edwards,Georges River DCC,Historical club summary,12,14,1,195,53,15,,,1,,,,,1999-00,23,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,James C Whitney,Georges River DCC,Historical club summary,4,4,,36,25,9,,,,,,,,1999-00,80,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,James Miller,Georges River DCC,Historical club summary,15,15,6,129,41,14.33,,,,,,,,1999-00,47,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Jason Gillman,Georges River DCC,Historical club summary,2,2,1,,,,,,,,,,,1999-00,26,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Jason Lill,Georges River DCC,Historical club summary,10,11,2,297,93,33,,,1,,,,,1999-00,37,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Jason Price,Georges River DCC,Historical club summary,1,1,,2,2,2,,,,,,,,1999-00,55,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Jeff Woods,Georges River DCC,Historical club summary,13,13,3,100,37,10,,,,,,,,1999-00,83,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Joel Cross,Georges River DCC,Historical club summary,15,15,2,343,54,26.38,,,1,,,,,1999-00,17,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,John Brown,Georges River DCC,Historical club summary,1,1,,1,1,1,,,,,,,,1999-00,11,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,John Short,Georges River DCC,Historical club summary,14,14,1,138,26,10.62,,,,,,,,1999-00,66,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Justin Blanch,Georges River DCC,Historical club summary,12,14,2,89,30,7.42,,,,,,,,1999-00,8,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Justin L Drinkwater,Georges River DCC,Historical club summary,3,3,,119,104,39.67,,,,1,,,,1999-00,21,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Karl Prince,Georges River DCC,Historical club summary,13,15,2,195,32,15,,,,,,,,1999-00,57,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Kevin J Croom,Georges River DCC,Historical club summary,7,8,2,54,15,9,,,,,,,,1999-00,16,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Lachlan Hutcherson,Georges River DCC,Historical club summary,1,1,,2,2,2,,,,,,,,1999-00,31,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Luke Simons,Georges River DCC,Historical club summary,11,11,5,144,47,24,,,,,,,,1999-00,68,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Mark Butler,Georges River DCC,Historical club summary,12,15,2,179,37,13.77,,,,,,,,1999-00,13,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Martin Cole,Georges River DCC,Historical club summary,12,14,1,243,54,18.69,,,1,,,,,1999-00,15,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Matthew J Fulcher,Georges River DCC,Historical club summary,13,15,,194,43,12.93,,,,,,,,1999-00,25,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Meville A Fernando,Georges River DCC,Historical club summary,10,12,2,53,10,5.3,,,,,,,,1999-00,24,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Michael Clancy,Georges River DCC,Historical club summary,9,10,1,244,60,27.11,,,1,,,,,1999-00,14,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Michael Del Favero,Georges River DCC,Historical club summary,8,8,1,16,7,2.29,,,,,,,,1999-00,19,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Murray Power,Georges River DCC,Historical club summary,13,12,,120,24,10,,,,,,,,1999-00,53,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Nathan Swami,Georges River DCC,Historical club summary,1,1,,21,21,21,,,,,,,,1999-00,74,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Paul Armitage,Georges River DCC,Historical club summary,9,8,1,50,13,7.14,,,,,,,,1999-00,4,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Paul E Thomas,Georges River DCC,Historical club summary,3,3,,8,4,2.67,,,,,,,,1999-00,77,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Paul Hogan,Georges River DCC,Historical club summary,1,1,,48,48,48,,,,,,,,1999-00,29,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Paul M Younger,Georges River DCC,Historical club summary,10,10,,76,28,7.6,,,,,,,,1999-00,84,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Paul Mclennan,Georges River DCC,Historical club summary,15,15,3,208,73,17.33,,,1,,,,,1999-00,44,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Paul Zanus,Georges River DCC,Historical club summary,10,11,1,79,41,7.9,,,,,,,,1999-00,85,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Peter G Dick,Georges River DCC,Historical club summary,14,17,,174,23,10.24,,,,,,,,1999-00,20,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Peter Remfrey,Georges River DCC,Historical club summary,11,14,,139,36,9.93,,,,,,,,1999-00,59,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Raheel Baig,Georges River DCC,Historical club summary,13,13,1,265,63,22.08,,,1,,,,,1999-00,5,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Raymond N Buchanan,Georges River DCC,Historical club summary,2,2,,124,113,62,,,,1,,,,1999-00,12,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Richard Bance,Georges River DCC,Historical club summary,9,9,2,130,36,18.57,,,,,,,,1999-00,6,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Robert J Southwell,Georges River DCC,Historical club summary,12,12,2,173,42,17.3,,,,,,,,1999-00,70,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Robert Luc,Georges River DCC,Historical club summary,14,12,4,82,15,10.25,,,,,,,,1999-00,38,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Sam Margabandhu,Georges River DCC,Historical club summary,10,11,,165,55,15,,,1,,,,,1999-00,41,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Sam Papanikoloau,Georges River DCC,Historical club summary,14,15,2,173,48,13.31,,,,,,,,1999-00,50,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Sean Bond,Georges River DCC,Historical club summary,1,1,,6,6,6,,,,,,,,1999-00,10,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Steve Birchley,Georges River DCC,Historical club summary,6,6,1,74,26,14.8,,,,,,,,1999-00,7,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Steve Luc,Georges River DCC,Historical club summary,14,15,1,211,75,15.07,,,1,,,,,1999-00,39,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Stuart Matheson,Georges River DCC,Historical club summary,12,12,1,342,151,31.09,,,,1,,,,1999-00,43,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Theo Papanikoloau,Georges River DCC,Historical club summary,1,1,,49,49,49,,,,,,,,1999-00,51,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Tony Nader,Georges River DCC,Historical club summary,8,8,,64,39,8,,,,,,,,1999-00,48,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Tony Paino,Georges River DCC,Historical club summary,13,15,,186,56,12.4,,,1,,,,,1999-00,49,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Trent M Power,Georges River DCC,Historical club summary,15,16,1,230,34,15.33,,,,,,,,1999-00,54,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Trevor Davies,Georges River DCC,Historical club summary,11,12,,208,89,17.33,,,1,,,,,1999-00,18,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Vince Higgins,Georges River DCC,Historical club summary,13,15,,415,145,27.67,,,2,1,,,,1999-00,28,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1999/00,199900,Zeeshan Saeed,Georges River DCC,Historical club summary,10,13,,216,37,16.62,,,,,,,,1999-00,62,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Aaron B Phillips,Georges River DCC,Historical club summary,4,4,1,181,107,60.33,,,,1,,,,2000-01,51,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Adam Sharpe,Georges River DCC,Historical club summary,6,6,,54,38,9,,,,,,,,2000-01,62,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Alex Mann,Georges River DCC,Historical club summary,11,15,,182,50,12.13,,,1,,,,,2000-01,39,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Andrew Matheson,Georges River DCC,Historical club summary,4,4,,25,9,6.25,,,,,,,,2000-01,40,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Anthony Jardine,Georges River DCC,Historical club summary,12,13,,96,37,7.38,,,,,,,,2000-01,29,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Bevan B Taylor,Georges River DCC,Historical club summary,12,11,,152,30,13.82,,,,,,,,2000-01,73,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Brad Humbles,Georges River DCC,Historical club summary,5,5,2,9,3,3,,,,,,,,2000-01,28,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Brad Swarbrick,Georges River DCC,Historical club summary,13,13,,82,26,6.31,,,,,,,,2000-01,70,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Brett Stewart,Georges River DCC,Historical club summary,13,13,,271,50,20.85,,,1,,,,,2000-01,68,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Brian Somerville,Georges River DCC,Historical club summary,10,9,3,220,50,36.67,,,2,,,,,2000-01,65,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Bruce Whitehouse,Georges River DCC,Historical club summary,14,12,2,161,23,16.1,,,,,,,,2000-01,76,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Cameron O'brien,Georges River DCC,Historical club summary,13,13,,63,18,4.85,,,,,,,,2000-01,45,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Chris Levings,Georges River DCC,Historical club summary,12,13,1,131,33,10.92,,,,,,,,2000-01,35,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Christopher J Morris,Georges River DCC,Historical club summary,9,9,1,51,21,6.38,,,,,,,,2000-01,44,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Darren Lawless,Georges River DCC,Historical club summary,11,14,1,133,36,10.23,,,,,,,,2000-01,33,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Dave Jiffkins,Georges River DCC,Historical club summary,11,12,1,173,37,15.73,,,,,,,,2000-01,31,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,David Hawkins,Georges River DCC,Historical club summary,1,1,,,,,,,,,,,,2000-01,25,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,David Prince,Georges River DCC,Historical club summary,3,3,1,26,15,13,,,,,,,,2000-01,54,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,David Richardson,Georges River DCC,Historical club summary,1,1,,9,9,9,,,,,,,,2000-01,57,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Dean Swift,Georges River DCC,Historical club summary,10,10,,111,28,11.1,,,,,,,,2000-01,71,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Dom Brady,Georges River DCC,Historical club summary,9,9,,12,6,1.33,,,,,,,,2000-01,9,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Gavin Scott,Georges River DCC,Historical club summary,9,9,1,228,125,28.5,,,,1,,,,2000-01,61,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Geoff Hill,Georges River DCC,Historical club summary,14,15,1,256,54,18.29,,,1,,,,,2000-01,26,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Glenn A Ross,Georges River DCC,Historical club summary,3,3,,44,28,14.67,,,,,,,,2000-01,58,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Glenn Wiltshire,Georges River DCC,Historical club summary,10,12,1,132,33,12,,,,,,,,2000-01,79,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Gus Kelly,Georges River DCC,Historical club summary,8,8,1,44,17,6.29,,,,,,,,2000-01,32,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Hao Tran,Georges River DCC,Historical club summary,3,3,1,16,14,8,,,,,,,,2000-01,75,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Howard Brady,Georges River DCC,Historical club summary,1,1,1,11,11,,,,,,,,,2000-01,10,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Iain Gordon,Georges River DCC,Historical club summary,9,9,,29,7,3.22,,,,,,,,2000-01,24,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Ian M Edwards,Georges River DCC,Historical club summary,10,10,1,164,50,18.22,,,1,,,,,2000-01,20,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,James Miller,Georges River DCC,Historical club summary,8,8,,14,7,1.75,,,,,,,,2000-01,43,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Jason Lill,Georges River DCC,Historical club summary,11,11,,244,63,22.18,,,1,,,,,2000-01,36,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Joe Ciccotosto,Georges River DCC,Historical club summary,10,10,,71,14,7.1,,,,,,,,2000-01,14,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Joel Cross,Georges River DCC,Historical club summary,10,10,1,123,38,13.67,,,,,,,,2000-01,16,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,John Short,Georges River DCC,Historical club summary,11,14,2,120,23,10,,,,,,,,2000-01,63,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Justin Blanch,Georges River DCC,Historical club summary,10,10,3,149,42,21.29,,,,,,,,2000-01,6,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Karl Prince,Georges River DCC,Historical club summary,13,12,1,92,42,8.36,,,,,,,,2000-01,55,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Lindsay Le Bas,Georges River DCC,Historical club summary,3,3,,42,28,14,,,,,,,,2000-01,34,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Luke Simons,Georges River DCC,Historical club summary,12,12,1,121,44,11,,,,,,,,2000-01,64,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Mark Butler,Georges River DCC,Historical club summary,11,14,7,100,15,14.29,,,,,,,,2000-01,13,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Mark Dave,Georges River DCC,Historical club summary,4,4,2,41,14,20.5,,,,,,,,2000-01,17,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Matt Eggleton,Georges River DCC,Historical club summary,6,6,1,82,29,16.4,,,,,,,,2000-01,21,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Matthew J Fulcher,Georges River DCC,Historical club summary,2,3,,49,29,16.33,,,,,,,,2000-01,23,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Meville A Fernando,Georges River DCC,Historical club summary,10,13,7,104,21,17.33,,,,,,,,2000-01,22,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Michael Clancy,Georges River DCC,Historical club summary,3,3,,108,53,36,,,1,,,,,2000-01,15,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Michael Peterson,Georges River DCC,Historical club summary,11,13,,213,42,16.38,,,,,,,,2000-01,50,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Michael Schmoll,Georges River DCC,Historical club summary,1,1,,,,,,,,,,,,2000-01,60,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Mick Pitt,Georges River DCC,Historical club summary,1,1,,,,,,,,,,,,2000-01,52,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Murray Power,Georges River DCC,Historical club summary,12,12,6,108,25,18,,,,,,,,2000-01,53,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Nathan Blume,Georges River DCC,Historical club summary,12,12,2,217,43,21.7,,,,,,,,2000-01,7,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Nathan Percy,Georges River DCC,Historical club summary,3,3,,14,8,4.67,,,,,,,,2000-01,49,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Nick B Brady,Georges River DCC,Historical club summary,4,4,2,53,21,26.5,,,,,,,,2000-01,11,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Nick Hogan,Georges River DCC,Historical club summary,6,6,1,12,5,2.4,,,,,,,,2000-01,27,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Paul Armitage,Georges River DCC,Historical club summary,10,10,1,172,36,19.11,,,,,,,,2000-01,2,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Paul E Thomas,Georges River DCC,Historical club summary,9,8,2,32,11,5.33,,,,,,,,2000-01,74,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Paul M Younger,Georges River DCC,Historical club summary,9,7,1,111,41,18.5,,,,,,,,2000-01,81,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Paul Mclennan,Georges River DCC,Historical club summary,9,10,3,107,35,15.29,,,,,,,,2000-01,42,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Paul Zanus,Georges River DCC,Historical club summary,13,14,,155,54,11.07,,,1,,,,,2000-01,82,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Pelham Wilson,Georges River DCC,Historical club summary,12,15,2,308,64,23.69,,,2,,,,,2000-01,78,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Peter G Dick,Georges River DCC,Historical club summary,13,13,,177,91,13.62,,,1,,,,,2000-01,19,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Peter Remfrey,Georges River DCC,Historical club summary,12,16,,131,28,8.19,,,,,,,,2000-01,56,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Raheel Baig,Georges River DCC,Historical club summary,7,7,,200,62,28.57,,,1,,,,,2000-01,3,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Raymond N Buchanan,Georges River DCC,Historical club summary,6,6,,48,15,8,,,,,,,,2000-01,12,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Richard Bance,Georges River DCC,Historical club summary,7,7,1,66,32,11,,,,,,,,2000-01,4,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Robert J Southwell,Georges River DCC,Historical club summary,2,2,,39,28,19.5,,,,,,,,2000-01,66,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Robert Luc,Georges River DCC,Historical club summary,11,12,3,83,20,9.22,,,,,,,,2000-01,37,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Sam Papanikoloau,Georges River DCC,Historical club summary,3,3,,19,11,6.33,,,,,,,,2000-01,47,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Sean Bond,Georges River DCC,Historical club summary,9,9,2,53,14,7.57,,,,,,,,2000-01,8,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Sean Stevens,Georges River DCC,Historical club summary,9,8,,61,18,7.63,,,,,,,,2000-01,67,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Steve Birchley,Georges River DCC,Historical club summary,10,10,1,76,14,8.44,,,,,,,,2000-01,5,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Steve Luc,Georges River DCC,Historical club summary,11,14,,353,67,25.21,,,2,,,,,2000-01,38,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Stuart Matheson,Georges River DCC,Historical club summary,13,13,1,273,73,22.75,,,1,,,,,2000-01,41,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Tanveer Syed,Georges River DCC,Historical club summary,7,7,,70,35,10,,,,,,,,2000-01,72,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Theo Papanikoloau,Georges River DCC,Historical club summary,1,1,,2,2,2,,,,,,,,2000-01,48,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Tony Paino,Georges River DCC,Historical club summary,11,11,1,143,42,14.3,,,,,,,,2000-01,46,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Trevor Davies,Georges River DCC,Historical club summary,10,11,,144,35,13.09,,,,,,,,2000-01,18,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Tyrone Jayawardene,Georges River DCC,Historical club summary,5,5,,123,67,24.6,,,1,,,,,2000-01,30,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2000/01,200000,Zeeshan Saeed,Georges River DCC,Historical club summary,8,8,,70,32,8.75,,,,,,,,2000-01,59,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2001/02,200100,Aaron Veart,Georges River DCC,Historical club summary,3,3,,25,23,8.33,,,,,,,,2001-02,76,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2001/02,200100,Adam Gautan,Georges River DCC,Historical club summary,7,9,2,63,19,9,,,,,,,,2001-02,25,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2001/02,200100,Anthony Jardine,Georges River DCC,Historical club summary,11,13,1,108,45,9,,,,,,,,2001-02,34,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2001/02,200100,Anthony Marsh,Georges River DCC,Historical club summary,12,15,,285,52,19,,,2,,,,,2001-02,48,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2001/02,200100,Ashwin Nathan,Georges River DCC,Historical club summary,8,8,1,23,11,3.29,,,,,,,,2001-02,52,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2001/02,200100,Ben Rowe,Georges River DCC,Historical club summary,1,2,1,14,7,14,,,,,,,,2001-02,61,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2001/02,200100,Bevan B Taylor,Georges River DCC,Historical club summary,12,16,,316,70,19.75,,,1,,,,,2001-02,73,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2001/02,200100,Bill Knowles,Georges River DCC,Historical club summary,1,2,1,,,,,,,,,,,2001-02,38,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2001/02,200100,Brad Humbles,Georges River DCC,Historical club summary,11,13,7,91,21,15.17,,,,,,,,2001-02,33,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 2001/02,200100,Brad Swarbrick,Georges River DCC,Historical club summary,12,16,3,60,11,4.62,,,,,,,,2001-02,70,bexley_stats_spreadsheets.xlsx,excel,high,clean
