season,season_sort_key,player_name,team,grade,matches,overs,balls,maidens,bowling_runs_conceded,wickets,average,strike_rate,economy,best_bowling,3wi,5wi,10wm,source_sheet,source_row,source_file,source_system,data_confidence,qa_status
Summer 1957/58,195700,S Burtenshaw,Georges River DCC,Historical club summary,,25.0,150,,,34,1,,,,,,,1957-58,5,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1958/59,195800,Clyde Eastman,Georges River DCC,Historical club summary,,2.0,12,1,1,1,1,,,,,,,1958-59,28,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1959/60,195900,Harry Milburn,Georges River DCC,Historical club summary,,1.0,6,,,2,,,,,,,,1959-60,12,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1960/61,196000,Ken Boyton,Georges River DCC,Historical club summary,,2.0,12,1,1,4,,,,,,,,1960-61,4,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1960/61,196000,Max Gosling,Georges River DCC,Historical club summary,,2.0,12,,,2,1,,,,,,,1960-61,14,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1961/62,196100,Max Gosling,Georges River DCC,Historical club summary,,2.0,12,,,4,2,,,,,,,1961-62,11,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1963/64,196300,N Wilson,Georges River DCC,Historical club summary,,7.0,42,,,6,1,,,,,,,1963-64,52,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1965/66,196500,Kevin Shearman,Georges River DCC,Historical club summary,,9.3,57,,,4,1,,,,,,,1965-66,20,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1969/70,196900,Ian Woodbury,Georges River DCC,Historical club summary,,2.0,12,1,1,3,,,,,,,,1969-70,49,bexley_stats_spreadsheets.xlsx,excel,high,clean
Summer 1974/75,197400,G Butt,Georges River DCC,Historical club summary,,3.0,18,,,6,,,,,,,,1974-75,28,bexley_stats_spreadsheets.xlsx,excel,high,clean
