player_key,canonical_player_id,canonical_player_name,display_player_name,bbb_runs,bbb_balls_faced,bbb_dismissals,bbb_batting_innings,bbb_matches,bat_sr
raw_840885b7_547c_4892_88e1_d9a4950a1d2f,raw_840885b7_547c_4892_88e1_d9a4950a1d2f,********,********,2,39,2,2,2,5.128205128205129
raw_00000000_0000_0000_0000_000000000003,raw_00000000_0000_0000_0000_000000000003,********,********,1,3,1,1,1,33.333333333333336
raw_0f772c08_0727_41df_bf28_6fcaf76a770e,raw_0f772c08_0727_41df_bf28_6fcaf76a770e,********,********,64,124,4,7,7,51.61290322580645
raw_00000000_0000_0000_0000_000000000002,raw_00000000_0000_0000_0000_000000000002,********,********,22,33,1,2,2,66.66666666666667
raw_00000000_0000_0000_0000_000000000001,raw_00000000_0000_0000_0000_000000000001,********,********,133,98,1,3,3,135.71428571428572
raw_566490e4_0591_40ed_a365_daa48e5c7999,raw_566490e4_0591_40ed_a365_daa48e5c7999,********,********,67,111,6,8,8,60.36036036036036
raw_7a879f7b_e7d9_4794_829d_2fe69b1bf528,raw_7a879f7b_e7d9_4794_829d_2fe69b1bf528,********,********,86,109,5,8,8,78.89908256880734
raw_e159e527_cdff_433e_9e2a_17b20bed090e,raw_e159e527_cdff_433e_9e2a_17b20bed090e,********,********,8,25,0,1,1,32.0
raw_8d3c95b5_7dce_471c_930b_565de2405083,raw_8d3c95b5_7dce_471c_930b_565de2405083,********,********,47,78,6,9,9,60.256410256410255
raw_59aa490c_d517_471a_9cbb_4cc5ad145aab,raw_59aa490c_d517_471a_9cbb_4cc5ad145aab,********,********,58,41,1,2,2,141.46341463414635
raw_dd4902cc_db6f_4a08_a057_e1cfb333751b,raw_dd4902cc_db6f_4a08_a057_e1cfb333751b,********,********,15,14,0,1,1,107.14285714285714
raw_2ba39213_7898_48ec_91f7_1d63f143ef70,raw_2ba39213_7898_48ec_91f7_1d63f143ef70,Aahan Belgaonkar,Aahan Belgaonkar,2,7,2,2,2,28.571428571428573
aarav_shah,aarav_shah,Aarav Shah,Aarav Shah,38,94,7,9,9,40.42553191489362
aaron_carroll,aaron_carroll,Aaron Carroll,Aaron Carroll,314,565,15,15,15,55.575221238938056
raw_655881bb_7474_4162_9c69_3e3ae677a81d,raw_655881bb_7474_4162_9c69_3e3ae677a81d,Abhey Singh Hanjrah,Abhey Singh Hanjrah,14,49,4,5,5,28.571428571428573
raw_eeb09ec0_1886_4888_b24c_09c0d36e1cc6,raw_eeb09ec0_1886_4888_b24c_09c0d36e1cc6,Abigail Morris,Abigail Morris,116,131,2,9,9,88.54961832061069
raw_f26e1612_b55f_47d8_a154_362e04d5e4ab,raw_f26e1612_b55f_47d8_a154_362e04d5e4ab,Abigail Murphy,Abigail Murphy,0,15,0,1,1,0.0
raw_585b0bd7_76c5_4699_bd6b_aaba6ed9f15f,raw_585b0bd7_76c5_4699_bd6b_aaba6ed9f15f,Aditi Jaswal,Aditi Jaswal,37,57,0,4,4,64.91228070175438
raw_ee055da1_188d_4350_a9bc_c7db37a29b43,raw_ee055da1_188d_4350_a9bc_c7db37a29b43,Adrian Taranto,Adrian Taranto,30,77,3,3,3,38.96103896103896
raw_ee318972_76cd_4a19_87a4_af60f0c8d96f,raw_ee318972_76cd_4a19_87a4_af60f0c8d96f,Adrielle Nelson,Adrielle Nelson,7,43,0,3,3,16.27906976744186
raw_969b290f_6ed6_44c2_b1d2_f3b135984171,raw_969b290f_6ed6_44c2_b1d2_f3b135984171,Alex Cole,Alex Cole,24,56,5,5,5,42.857142857142854
raw_d68c4b90_4a46_421d_bde0_4764788cc722,raw_d68c4b90_4a46_421d_bde0_4764788cc722,Alex Forster,Alex Forster,16,68,5,6,6,23.529411764705884
raw_cf0de31b_2d72_4605_a710_14627aa443a3,raw_cf0de31b_2d72_4605_a710_14627aa443a3,Alexander Arnaoutis,Alexander Arnaoutis,63,75,2,4,4,84.0
raw_00000000_0000_0000_0000_000000000001,raw_00000000_0000_0000_0000_000000000001,Alice Butterly,Alice Butterly,12,23,0,2,2,52.17391304347826
raw_3941b4da_862b_4fa5_8ca8_82cb952d2b55,raw_3941b4da_862b_4fa5_8ca8_82cb952d2b55,Alicia Davis,Alicia Davis,7,17,1,1,1,41.1764705882353
raw_28fa36a1_aa7e_4427_842d_7b0150fa65b8,raw_28fa36a1_aa7e_4427_842d_7b0150fa65b8,Alistair Abernethy,Alistair Abernethy,23,20,0,1,1,115.0
raw_44b9c8cc_47b2_4fc8_b7ec_931241a4d251,raw_44b9c8cc_47b2_4fc8_b7ec_931241a4d251,Allan Brudar,Allan Brudar,178,241,7,8,8,73.85892116182572
raw_f6735adc_b8fc_4b78_b4ed_49518a7f33cc,raw_f6735adc_b8fc_4b78_b4ed_49518a7f33cc,Amelia Gomez,Amelia Gomez,31,47,2,3,3,65.95744680851064
raw_d70f68a1_c897_4e57_ac39_9862d22f4dec,raw_d70f68a1_c897_4e57_ac39_9862d22f4dec,Amy Brougham,Amy Brougham,149,145,6,9,9,102.75862068965517
andrew_east,andrew_east,Andrew East,Andrew East,14,62,1,3,3,22.580645161290324
andrew_trease,andrew_trease,Andrew Trease,Andrew Trease,334,583,16,18,18,57.289879931389365
angus_palmer,angus_palmer,Angus Palmer,Angus Palmer,122,264,10,15,15,46.21212121212121
raw_53997de3_3547_4493_b36b_87355f9627ff,raw_53997de3_3547_4493_b36b_87355f9627ff,Ankit Gupta,Ankit Gupta,21,35,2,2,2,60.0
annabel_meehan,annabel_meehan,Annabel Meehan,Annabel Meehan,117,160,8,14,14,73.125
raw_292a9514_0176_473b_960a_e9b6c3d73745,raw_292a9514_0176_473b_960a_e9b6c3d73745,April Chaudhary,April Chaudhary,116,90,3,6,6,128.88888888888889
raw_a722e99f_9d13_493e_8587_f1035c30d2f7,raw_a722e99f_9d13_493e_8587_f1035c30d2f7,Archie Denver,Archie Denver,78,85,5,6,6,91.76470588235294
archie_trevellyan,archie_trevellyan,Archie Trevellyan,Archie Trevellyan,41,92,5,9,9,44.56521739130435
archie_wilton,archie_wilton,Archie Wilton,Archie Wilton,25,116,13,13,13,21.551724137931036
raw_66b5817a_731b_44f1_9df5_1c879b609647,raw_66b5817a_731b_44f1_9df5_1c879b609647,Arshia Arora,Arshia Arora,334,326,17,24,24,102.45398773006134
raw_9f0d2b05_450a_4a72_b465_7753bc5f92d4,raw_9f0d2b05_450a_4a72_b465_7753bc5f92d4,Ash Wood,Ash Wood,77,146,5,6,6,52.73972602739726
ashley_milroy,ashley_milroy,Ashley Milroy,Ashley Milroy,40,110,8,9,9,36.36363636363637
raw_4f4ce667_9258_4a5e_9852_c8513491bb20,raw_4f4ce667_9258_4a5e_9852_c8513491bb20,Asmita Malla Thakuri,Asmita Malla Thakuri,2,6,2,2,2,33.333333333333336
raw_ec133457_c859_4c5c_8347_bbd18ed58129,raw_ec133457_c859_4c5c_8347_bbd18ed58129,Atharv Gangal,Atharv Gangal,10,34,2,3,3,29.41176470588235
raw_db3804f0_9e5c_43d0_a21e_4b07c6860f7e,raw_db3804f0_9e5c_43d0_a21e_4b07c6860f7e,Austin Measham,Austin Measham,36,96,0,5,5,37.5
raw_356a0b92_8357_45a2_8048_62622aba3d7f,raw_356a0b92_8357_45a2_8048_62622aba3d7f,Avanith Manoj,Avanith Manoj,56,186,2,7,7,30.107526881720432
raw_8dbe1aab_9809_4e74_bc5e_3c0bdf55d08b,raw_8dbe1aab_9809_4e74_bc5e_3c0bdf55d08b,Avyay Tewari,Avyay Tewari,27,51,0,3,3,52.94117647058823
raw_4e72478b_8628_43b5_97c6_575903bd8e5d,raw_4e72478b_8628_43b5_97c6_575903bd8e5d,Axel Karlsson-Lacy,Axel Karlsson-Lacy,175,215,7,8,8,81.3953488372093
raw_7d50e5d5_eb59_497a_9c51_0ad60f2937b4,raw_7d50e5d5_eb59_497a_9c51_0ad60f2937b4,Bailey Peace,Bailey Peace,78,128,9,9,9,60.9375
raw_c9a1231a_5e42_4271_a7ff_d5f6abc3eb75,raw_c9a1231a_5e42_4271_a7ff_d5f6abc3eb75,Beau Marasco,Beau Marasco,71,78,4,5,5,91.02564102564102
raw_845a9212_88f9_4752_a16f_984aa6f9e09b,raw_845a9212_88f9_4752_a16f_984aa6f9e09b,Ben Ludecke,Ben Ludecke,10,77,3,4,4,12.987012987012987
raw_3523e491_fad3_475d_9ffc_179c52aa280a,raw_3523e491_fad3_475d_9ffc_179c52aa280a,Ben Winders,Ben Winders,61,127,6,9,7,48.031496062992126
raw_12ba35a2_6e4b_42e6_b4ce_b145b30382fd,raw_12ba35a2_6e4b_42e6_b4ce_b145b30382fd,Benjamin Hielscher,Benjamin Hielscher,46,51,0,3,3,90.19607843137256
raw_3e5939fc_b1f4_47a7_b40a_6b2970453e12,raw_3e5939fc_b1f4_47a7_b40a_6b2970453e12,Benjamin Morgan,Benjamin Morgan,18,27,3,3,3,66.66666666666667
raw_8c8df7f0_c72e_4d11_8f72_45202657de34,raw_8c8df7f0_c72e_4d11_8f72_45202657de34,Benjamin Picinic,Benjamin Picinic,17,38,0,2,2,44.73684210526316
