event_id,canonical_player_id,canonical_player_name,season,match_id,innings_id,match_date,team_name,opponent,grade_name,delivery_sequence,dismissal_sequence,spans_overs,spans_innings,scorecard_wickets,evidence_source,confidence,scoreboard_url,source_coverage_note
ae197e36-f830-4dd9-86ba-9e72eb37ddd9:92024289-9f50-4358-a5fd-9c116c393217:42b603da-82bf-482c-9cbc-a1abfcaeb55e:55fda571-fee4-4bc3-8bf7-1b9442bcaba6,raw_7b0c3cbb_bc0b_49ef_a5f2_f94680a178f6,Jai Westbury,Summer 2017/18,ae197e36-f830-4dd9-86ba-9e72eb37ddd9,92024289-9f50-4358-a5fd-9c116c393217,2017-12-01,Glen Waverley Hawks,South Warrandyte Hawks,Under 14 Fri A Grade,16.4 · 16.5 · 16.6,Bowled · Bowled · Bowled,False,False,3.0,PlayCricket ball-by-ball + bowling and batting scorecards,high,https://play.cricket.com.au/match/ae197e36-f830-4dd9-86ba-9e72eb37ddd9,Hat-tricks identified from available detailed records.
