source_file,source_sheet,source_row,player_name,season,metric_group,check_name,source_value,expected_value,difference,tolerance,issue_flag,severity,reason,action
bexley_stats_spreadsheets.xlsx,1949-50,7,J Farthing,Summer 1949/50,batting,high_score_not_above_total_runs,28.0,107.0,-79.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,7,J Farthing,Summer 1949/50,bowling,bowling_average_reconciliation,10.84210526,10.84,0.0021,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,8,Warwick Gietz,Summer 1949/50,batting,high_score_not_above_total_runs,14.0,27.0,-13.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,9,H Jolly,Summer 1949/50,batting,high_score_not_above_total_runs,14.0,55.0,-41.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,9,H Jolly,Summer 1949/50,batting,not_outs_not_above_innings,6.0,15.0,-9.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,9,H Jolly,Summer 1949/50,batting,batting_average_reconciliation,6.111111111111111,6.11,0.0011,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,9,H Jolly,Summer 1949/50,bowling,bowling_average_reconciliation,14.93103448,14.93,0.001,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,10,John Justice,Summer 1949/50,batting,high_score_not_above_total_runs,5.0,5.0,0.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,10,John Justice,Summer 1949/50,bowling,bowling_average_reconciliation,25.0,25.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,11,Mick Lamb,Summer 1949/50,batting,high_score_not_above_total_runs,4.0,4.0,0.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,12,Ron Lamb,Summer 1949/50,batting,high_score_not_above_total_runs,30.0,85.0,-55.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,12,Ron Lamb,Summer 1949/50,bowling,high_numerator_zero_wickets,25.0,0,25.0,0,yes,medium,Runs conceded recorded with zero wickets; average cannot be reconciled.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,13,Gordon Leslie,Summer 1949/50,batting,high_score_not_above_total_runs,16.0,50.0,-34.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,13,Gordon Leslie,Summer 1949/50,batting,not_outs_not_above_innings,2.0,12.0,-10.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,13,Gordon Leslie,Summer 1949/50,batting,batting_average_reconciliation,5.0,5.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,13,Gordon Leslie,Summer 1949/50,bowling,bowling_average_reconciliation,11.84210526,11.84,0.0021,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,14,Jack Lloyd,Summer 1949/50,batting,high_score_not_above_total_runs,56.0,186.0,-130.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,15,Len Mcdonald,Summer 1949/50,batting,high_score_not_above_total_runs,36.0,62.0,-26.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,15,Len Mcdonald,Summer 1949/50,batting,not_outs_not_above_innings,1.0,4.0,-3.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,15,Len Mcdonald,Summer 1949/50,batting,batting_average_reconciliation,20.666666666666668,20.67,-0.0033,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,16,Harry Milburn,Summer 1949/50,batting,high_score_not_above_total_runs,47.0,249.0,-202.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,16,Harry Milburn,Summer 1949/50,batting,not_outs_not_above_innings,1.0,17.0,-16.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,16,Harry Milburn,Summer 1949/50,batting,batting_average_reconciliation,15.5625,15.56,0.0025,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,16,Harry Milburn,Summer 1949/50,bowling,bowling_average_reconciliation,13.25,13.25,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,17,Alf Randall,Summer 1949/50,batting,high_score_not_above_total_runs,68.0,275.0,-207.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,17,Alf Randall,Summer 1949/50,batting,not_outs_not_above_innings,2.0,15.0,-13.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,17,Alf Randall,Summer 1949/50,batting,batting_average_reconciliation,21.153846153846153,21.15,0.0038,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,17,Alf Randall,Summer 1949/50,bowling,bowling_average_reconciliation,13.5625,13.56,0.0025,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,18,W Rolph,Summer 1949/50,batting,high_score_not_above_total_runs,16.0,163.0,-147.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,18,W Rolph,Summer 1949/50,bowling,bowling_average_reconciliation,29.0,29.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,19,Keith Trotter,Summer 1949/50,batting,high_score_not_above_total_runs,42.0,178.0,-136.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,19,Keith Trotter,Summer 1949/50,batting,not_outs_not_above_innings,1.0,13.0,-12.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,19,Keith Trotter,Summer 1949/50,batting,batting_average_reconciliation,14.833333333333334,14.83,0.0033,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,19,Keith Trotter,Summer 1949/50,bowling,bowling_average_reconciliation,14.5,14.5,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,20,C Warren,Summer 1949/50,batting,high_score_not_above_total_runs,65.0,65.0,0.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,20,C Warren,Summer 1949/50,bowling,high_numerator_zero_wickets,19.0,0,19.0,0,yes,medium,Runs conceded recorded with zero wickets; average cannot be reconciled.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,21,R Warren,Summer 1949/50,batting,high_score_not_above_total_runs,9.0,9.0,0.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,22,Jock Webb,Summer 1949/50,batting,high_score_not_above_total_runs,47.0,100.0,-53.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,22,Jock Webb,Summer 1949/50,batting,not_outs_not_above_innings,2.0,11.0,-9.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,22,Jock Webb,Summer 1949/50,batting,batting_average_reconciliation,11.11111111111111,11.11,0.0011,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,27,Eric Bates,Summer 1949/50,batting,high_score_not_above_total_runs,9.0,14.0,-5.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,28,Alan Cox,Summer 1949/50,batting,high_score_not_above_total_runs,4.0,11.0,-7.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,28,Alan Cox,Summer 1949/50,batting,not_outs_not_above_innings,1.0,5.0,-4.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,28,Alan Cox,Summer 1949/50,batting,batting_average_reconciliation,2.75,2.75,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,29,N Davidson,Summer 1949/50,batting,high_score_not_above_total_runs,50.0,146.0,-96.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,29,N Davidson,Summer 1949/50,batting,not_outs_not_above_innings,1.0,10.0,-9.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,29,N Davidson,Summer 1949/50,batting,batting_average_reconciliation,16.22222222222222,16.22,0.0022,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,30,S Douglas,Summer 1949/50,batting,high_score_not_above_total_runs,71.0,330.0,-259.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,30,S Douglas,Summer 1949/50,batting,not_outs_not_above_innings,2.0,16.0,-14.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,30,S Douglas,Summer 1949/50,batting,batting_average_reconciliation,23.571428571428573,23.57,0.0014,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,30,S Douglas,Summer 1949/50,bowling,bowling_average_reconciliation,7.590909091,7.59,0.0009,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,31,Steve Fuller,Summer 1949/50,batting,high_score_not_above_total_runs,31.0,144.0,-113.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,31,Steve Fuller,Summer 1949/50,batting,not_outs_not_above_innings,4.0,13.0,-9.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,31,Steve Fuller,Summer 1949/50,batting,batting_average_reconciliation,16.0,16.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,31,Steve Fuller,Summer 1949/50,bowling,bowling_average_reconciliation,8.090909091,8.09,0.0009,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,32,Warwick Gietz,Summer 1949/50,batting,high_score_not_above_total_runs,24.0,32.0,-8.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,32,Warwick Gietz,Summer 1949/50,batting,not_outs_not_above_innings,2.0,5.0,-3.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,32,Warwick Gietz,Summer 1949/50,batting,batting_average_reconciliation,10.666666666666666,10.67,-0.0033,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,32,Warwick Gietz,Summer 1949/50,bowling,high_numerator_zero_wickets,40.0,0,40.0,0,yes,medium,Runs conceded recorded with zero wickets; average cannot be reconciled.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,33,K Ives,Summer 1949/50,batting,high_score_not_above_total_runs,16.0,20.0,-4.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,33,K Ives,Summer 1949/50,bowling,bowling_average_reconciliation,11.2,11.2,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,34,John Justice,Summer 1949/50,batting,high_score_not_above_total_runs,12.0,36.0,-24.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,34,John Justice,Summer 1949/50,batting,not_outs_not_above_innings,1.0,10.0,-9.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,34,John Justice,Summer 1949/50,batting,batting_average_reconciliation,9.0,4.0,5.0,0.15,yes,medium,Source batting average does not reconcile with runs / dismissals.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,34,John Justice,Summer 1949/50,bowling,bowling_average_reconciliation,9.115384615,9.12,-0.0046,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,35,Mick Lamb,Summer 1949/50,batting,high_score_not_above_total_runs,62.0,188.0,-126.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,35,Mick Lamb,Summer 1949/50,bowling,bowling_average_reconciliation,7.3125,7.31,0.0025,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,36,Ron Lamb,Summer 1949/50,batting,high_score_not_above_total_runs,11.0,38.0,-27.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,36,Ron Lamb,Summer 1949/50,batting,not_outs_not_above_innings,1.0,7.0,-6.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,36,Ron Lamb,Summer 1949/50,batting,batting_average_reconciliation,6.333333333333333,6.33,0.0033,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,36,Ron Lamb,Summer 1949/50,bowling,high_numerator_zero_wickets,42.0,0,42.0,0,yes,medium,Runs conceded recorded with zero wickets; average cannot be reconciled.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,37,Len Mcdonald,Summer 1949/50,batting,high_score_not_above_total_runs,28.0,93.0,-65.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,38,J Mckay,Summer 1949/50,batting,high_score_not_above_total_runs,18.0,57.0,-39.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,38,J Mckay,Summer 1949/50,batting,not_outs_not_above_innings,6.0,11.0,-5.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,38,J Mckay,Summer 1949/50,batting,batting_average_reconciliation,11.4,11.4,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,38,J Mckay,Summer 1949/50,bowling,bowling_average_reconciliation,17.42857143,17.43,-0.0014,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,39,T Mitchell,Summer 1949/50,batting,high_score_not_above_total_runs,5.0,8.0,-3.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,39,T Mitchell,Summer 1949/50,batting,not_outs_not_above_innings,1.0,5.0,-4.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,39,T Mitchell,Summer 1949/50,batting,batting_average_reconciliation,2.0,2.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,40,W Rolph,Summer 1949/50,batting,high_score_not_above_total_runs,41.0,41.0,0.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,41,Keith Trotter,Summer 1949/50,batting,high_score_not_above_total_runs,44.0,77.0,-33.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,41,Keith Trotter,Summer 1949/50,batting,not_outs_not_above_innings,1.0,3.0,-2.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,41,Keith Trotter,Summer 1949/50,batting,batting_average_reconciliation,38.5,38.5,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,41,Keith Trotter,Summer 1949/50,bowling,bowling_average_reconciliation,41.5,41.5,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,42,T Trotter,Summer 1949/50,batting,high_score_not_above_total_runs,33.0,80.0,-47.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,42,T Trotter,Summer 1949/50,batting,not_outs_not_above_innings,1.0,9.0,-8.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,42,T Trotter,Summer 1949/50,batting,batting_average_reconciliation,10.0,10.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,43,George Toddie,Summer 1949/50,batting,high_score_not_above_total_runs,43.0,141.0,-98.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,43,George Toddie,Summer 1949/50,bowling,bowling_average_reconciliation,8.6,8.6,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,44,C Warren,Summer 1949/50,batting,high_score_not_above_total_runs,76.0,399.0,-323.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,44,C Warren,Summer 1949/50,batting,not_outs_not_above_innings,4.0,12.0,-8.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,44,C Warren,Summer 1949/50,batting,batting_average_reconciliation,49.875,49.88,-0.005,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,44,C Warren,Summer 1949/50,bowling,high_numerator_zero_wickets,10.0,0,10.0,0,yes,medium,Runs conceded recorded with zero wickets; average cannot be reconciled.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,45,R Warren,Summer 1949/50,batting,high_score_not_above_total_runs,71.0,299.0,-228.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,45,R Warren,Summer 1949/50,batting,not_outs_not_above_innings,1.0,16.0,-15.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,45,R Warren,Summer 1949/50,batting,batting_average_reconciliation,19.933333333333334,19.93,0.0033,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,46,Jock Webb,Summer 1949/50,batting,high_score_not_above_total_runs,9.0,9.0,0.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,51,Eric Bates,Summer 1949/50,batting,high_score_not_above_total_runs,28.0,75.0,-47.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,52,M Binns,Summer 1949/50,batting,high_score_not_above_total_runs,5.0,8.0,-3.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,52,M Binns,Summer 1949/50,batting,not_outs_not_above_innings,1.0,10.0,-9.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,52,M Binns,Summer 1949/50,batting,batting_average_reconciliation,0.8888888888888888,0.89,-0.0011,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,52,M Binns,Summer 1949/50,bowling,bowling_average_reconciliation,31.0,31.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,53,R Brand,Summer 1949/50,batting,high_score_not_above_total_runs,18.0,50.0,-32.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,53,R Brand,Summer 1949/50,bowling,bowling_average_reconciliation,17.42857143,17.43,-0.0014,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,54,Peter Brunton,Summer 1949/50,batting,high_score_not_above_total_runs,19.0,68.0,-49.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,54,Peter Brunton,Summer 1949/50,batting,not_outs_not_above_innings,4.0,20.0,-16.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,54,Peter Brunton,Summer 1949/50,batting,batting_average_reconciliation,4.25,4.25,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,54,Peter Brunton,Summer 1949/50,bowling,high_numerator_zero_wickets,49.0,0,49.0,0,yes,medium,Runs conceded recorded with zero wickets; average cannot be reconciled.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,55,N Davidson,Summer 1949/50,batting,high_score_not_above_total_runs,5.0,8.0,-3.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,55,N Davidson,Summer 1949/50,bowling,high_numerator_zero_wickets,9.0,0,9.0,0,yes,medium,Runs conceded recorded with zero wickets; average cannot be reconciled.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,56,S Douglas,Summer 1949/50,bowling,bowling_average_reconciliation,13.0,13.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,57,Steve Fuller,Summer 1949/50,batting,high_score_not_above_total_runs,19.0,19.0,0.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,57,Steve Fuller,Summer 1949/50,bowling,bowling_average_reconciliation,11.0,11.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,58,C Gietz,Summer 1949/50,batting,high_score_not_above_total_runs,20.0,107.0,-87.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,58,C Gietz,Summer 1949/50,batting,not_outs_not_above_innings,2.0,17.0,-15.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,58,C Gietz,Summer 1949/50,batting,batting_average_reconciliation,7.133333333333334,7.13,0.0033,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,58,C Gietz,Summer 1949/50,bowling,bowling_average_reconciliation,23.42857143,23.43,-0.0014,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,59,Warwick Gietz,Summer 1949/50,batting,high_score_not_above_total_runs,53.0,90.0,-37.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,59,Warwick Gietz,Summer 1949/50,bowling,bowling_average_reconciliation,24.0,24.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,60,K Ives,Summer 1949/50,batting,high_score_not_above_total_runs,13.0,23.0,-10.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,60,K Ives,Summer 1949/50,bowling,bowling_average_reconciliation,70.0,70.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,61,John Justice,Summer 1949/50,bowling,bowling_average_reconciliation,9.0,9.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,62,M Lamb,Summer 1949/50,batting,high_score_not_above_total_runs,3.0,3.0,0.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,62,M Lamb,Summer 1949/50,bowling,high_numerator_zero_wickets,8.0,0,8.0,0,yes,medium,Runs conceded recorded with zero wickets; average cannot be reconciled.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,63,L Lee,Summer 1949/50,batting,high_score_not_above_total_runs,8.0,18.0,-10.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,63,L Lee,Summer 1949/50,batting,not_outs_not_above_innings,5.0,20.0,-15.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,63,L Lee,Summer 1949/50,batting,batting_average_reconciliation,0.9,1.2,-0.3,0.15,yes,medium,Source batting average does not reconcile with runs / dismissals.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,63,L Lee,Summer 1949/50,bowling,bowling_average_reconciliation,42.0,42.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,64,Len Mcdonald,Summer 1949/50,batting,high_score_not_above_total_runs,78.0,228.0,-150.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,64,Len Mcdonald,Summer 1949/50,batting,not_outs_not_above_innings,3.0,13.0,-10.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,64,Len Mcdonald,Summer 1949/50,batting,batting_average_reconciliation,22.8,22.8,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,64,Len Mcdonald,Summer 1949/50,bowling,bowling_average_reconciliation,18.5625,18.56,0.0025,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,65,J Mckay,Summer 1949/50,batting,high_score_not_above_total_runs,5.0,5.0,0.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,65,J Mckay,Summer 1949/50,bowling,high_numerator_zero_wickets,9.0,0,9.0,0,yes,medium,Runs conceded recorded with zero wickets; average cannot be reconciled.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,66,R Mclean,Summer 1949/50,batting,high_score_not_above_total_runs,29.0,61.0,-32.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,67,V Mahoney,Summer 1949/50,batting,high_score_not_above_total_runs,1.0,1.0,0.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,68,T Mitchell,Summer 1949/50,batting,high_score_not_above_total_runs,9.0,14.0,-5.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,68,T Mitchell,Summer 1949/50,bowling,bowling_average_reconciliation,9.75,9.75,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,69,G Price,Summer 1949/50,batting,high_score_not_above_total_runs,8.0,26.0,-18.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,69,G Price,Summer 1949/50,bowling,high_numerator_zero_wickets,5.0,0,5.0,0,yes,medium,Runs conceded recorded with zero wickets; average cannot be reconciled.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,70,R Smith,Summer 1949/50,batting,high_score_not_above_total_runs,35.0,169.0,-134.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,70,R Smith,Summer 1949/50,batting,not_outs_not_above_innings,2.0,19.0,-17.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,70,R Smith,Summer 1949/50,batting,batting_average_reconciliation,9.941176470588236,9.94,0.0012,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,70,R Smith,Summer 1949/50,bowling,bowling_average_reconciliation,41.5,41.5,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,71,C Warren,Summer 1949/50,batting,high_score_not_above_total_runs,82.0,151.0,-69.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,71,C Warren,Summer 1949/50,batting,not_outs_not_above_innings,1.0,6.0,-5.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,71,C Warren,Summer 1949/50,batting,batting_average_reconciliation,30.2,30.2,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,71,C Warren,Summer 1949/50,bowling,bowling_average_reconciliation,12.0,12.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,72,Jock Webb,Summer 1949/50,batting,not_outs_not_above_innings,1.0,2.0,-1.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,73,Peter Westwood,Summer 1949/50,batting,high_score_not_above_total_runs,24.0,155.0,-131.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,73,Peter Westwood,Summer 1949/50,batting,not_outs_not_above_innings,1.0,18.0,-17.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,73,Peter Westwood,Summer 1949/50,batting,batting_average_reconciliation,9.117647058823529,9.12,-0.0024,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,73,Peter Westwood,Summer 1949/50,bowling,bowling_average_reconciliation,87.0,87.0,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,74,J Winspear,Summer 1949/50,batting,high_score_not_above_total_runs,13.0,71.0,-58.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,74,J Winspear,Summer 1949/50,batting,not_outs_not_above_innings,1.0,14.0,-13.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,74,J Winspear,Summer 1949/50,batting,batting_average_reconciliation,5.461538461538462,5.46,0.0015,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,74,J Winspear,Summer 1949/50,bowling,bowling_average_reconciliation,11.26315789,11.26,0.0032,0.15,,,,
bexley_stats_spreadsheets.xlsx,1949-50,79,15 5,Summer 1949/50,batting,not_outs_not_above_innings,2.0,1.0,1.0,0,yes,high,not_outs_not_above_innings cannot exceed innings.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,83,15 5,Summer 1949/50,batting,not_outs_not_above_innings,3.0,1.0,2.0,0,yes,high,not_outs_not_above_innings cannot exceed innings.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,83,15 5,Summer 1949/50,batting,high_numerator_zero_dismissals,3.0,0,3.0,0,yes,medium,Runs recorded with zero dismissals; average cannot be independently reconciled.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1949-50,87,14,Summer 1949/50,batting,not_outs_not_above_innings,3.0,7.0,-4.0,0,,,,
bexley_stats_spreadsheets.xlsx,1949-50,87,14,Summer 1949/50,batting,batting_average_reconciliation,11.0,1.0,10.0,0.15,yes,medium,Source batting average does not reconcile with runs / dismissals.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1950-51,4,Ren Bullock,Summer 1950/51,batting,high_score_not_above_total_runs,47.0,258.0,-211.0,0,,,,
bexley_stats_spreadsheets.xlsx,1950-51,4,Ren Bullock,Summer 1950/51,batting,not_outs_not_above_innings,1.0,17.0,-16.0,0,,,,
bexley_stats_spreadsheets.xlsx,1950-51,4,Ren Bullock,Summer 1950/51,batting,batting_average_reconciliation,16.125,16.12,0.005,0.15,,,,
bexley_stats_spreadsheets.xlsx,1950-51,5,Howard Cooper,Summer 1950/51,batting,high_score_not_above_total_runs,11.0,28.0,-17.0,0,,,,
bexley_stats_spreadsheets.xlsx,1950-51,5,Howard Cooper,Summer 1950/51,batting,not_outs_not_above_innings,1.0,6.0,-5.0,0,,,,
bexley_stats_spreadsheets.xlsx,1950-51,5,Howard Cooper,Summer 1950/51,batting,batting_average_reconciliation,4.0,5.6,-1.6,0.15,yes,medium,Source batting average does not reconcile with runs / dismissals.,excluded_from_records
bexley_stats_spreadsheets.xlsx,1950-51,6,Bill Edmonds,Summer 1950/51,batting,high_score_not_above_total_runs,26.0,70.0,-44.0,0,,,,
bexley_stats_spreadsheets.xlsx,1950-51,7,Jack Farthing,Summer 1950/51,batting,high_score_not_above_total_runs,54.0,142.0,-88.0,0,,,,
bexley_stats_spreadsheets.xlsx,1950-51,7,Jack Farthing,Summer 1950/51,batting,not_outs_not_above_innings,1.0,11.0,-10.0,0,,,,
bexley_stats_spreadsheets.xlsx,1950-51,7,Jack Farthing,Summer 1950/51,batting,batting_average_reconciliation,14.2,14.2,0.0,0.15,,,,
bexley_stats_spreadsheets.xlsx,1950-51,7,Jack Farthing,Summer 1950/51,bowling,bowling_average_reconciliation,17.69230769,17.69,0.0023,0.15,,,,
