output_scope_name,season_id,team_ids,total_team_match_rows,unique_matches_found,completed_matches,scorecards_fetched,matches_with_ball_by_ball,matches_without_ball_by_ball,officials_files_fetched,total_batting_rows,total_bowling_rows,total_fielding_rows,total_fall_of_wickets_rows,total_ball_events,validation_pass_count,validation_warning_count,validation_error_count,fvcc_player_rows,fvcc_exact_player_matches,fvcc_likely_player_matches,fvcc_no_player_matches,raw_data_size_mb,processed_data_size_mb,refreshed_at
summer_2025_26_3rd_4th_xi,a826b403-b813-4318-9805-5bbe4cf7f238,c3859c82-3451-460a-a8af-f55240f3fec9 | 279aa49f-e6a9-4085-9db7-098edac9c90e,22,22,19,19,14,5,19,371,237,97,151,7131,307,24,0,55,51,0,4,8.173,3.512,2026-05-02T13:18:16.370728+00:00
