match_id,innings_id,team_id,participant_id,player_name,player_short_name,catches,run_outs,stumpings,assisted_run_outs
8918a26c-cd36-4671-93a6-6aeac6a57e98,412ab85a-c603-4648-8a31-6d1ec7fdaaed,8b65ef27-5bb8-46ca-8193-be128c5af1b0,e71607f0-9b41-48c5-9042-e4b59b619dc2,Sundar Baskar,S Baskar,1,0,0,0
8918a26c-cd36-4671-93a6-6aeac6a57e98,f4a84464-aee0-4222-b8c8-4d020a583487,b0d2ee4c-be8f-4a75-b138-0740a52970c6,cefd9f7d-2787-4b4c-9a13-4e1d0d434ff8,Siddhesh Jitendrabhai vadapalli,S vadapalli,0,1,0,1
8918a26c-cd36-4671-93a6-6aeac6a57e98,f4a84464-aee0-4222-b8c8-4d020a583487,b0d2ee4c-be8f-4a75-b138-0740a52970c6,7cccf3c2-52d5-4dfc-91c8-9664f27ac72b,Jai Bhan,J Bhan,1,0,0,0
8918a26c-cd36-4671-93a6-6aeac6a57e98,f4a84464-aee0-4222-b8c8-4d020a583487,b0d2ee4c-be8f-4a75-b138-0740a52970c6,100b60f9-15ab-4d35-9626-be4212a5d0e2,Rama Suravajjula,R Suravajjula,0,1,0,1
8918a26c-cd36-4671-93a6-6aeac6a57e98,f4a84464-aee0-4222-b8c8-4d020a583487,b0d2ee4c-be8f-4a75-b138-0740a52970c6,400e4752-f236-4ca7-93e9-fd8ebee6735e,Siddhanth Chaurasiya,S Chaurasiya,2,0,0,0
f8533234-6cba-4fd6-88c1-46eb86d908c4,0750d87b-13aa-43ce-b499-1dc87f78a480,50bf1c40-962b-4026-a5a8-74da34bacbff,b61852cf-fcdd-4b42-9f07-59dc8036d70c,ivninder sarao,i sarao,1,0,0,0
f8533234-6cba-4fd6-88c1-46eb86d908c4,0750d87b-13aa-43ce-b499-1dc87f78a480,50bf1c40-962b-4026-a5a8-74da34bacbff,389eb7a6-e765-4b68-8b9d-6776a708b8cf,Vijayaraj Vijayan,V Vijayan,1,0,0,0
f8533234-6cba-4fd6-88c1-46eb86d908c4,2bdb0b9e-7951-411d-9098-1579ee16f47e,b0d2ee4c-be8f-4a75-b138-0740a52970c6,8cc72ac1-93ab-43ad-a24f-fdcbf14da6a2,Kiran Tomy,K Tomy,1,0,0,0
f8533234-6cba-4fd6-88c1-46eb86d908c4,2bdb0b9e-7951-411d-9098-1579ee16f47e,b0d2ee4c-be8f-4a75-b138-0740a52970c6,7cccf3c2-52d5-4dfc-91c8-9664f27ac72b,Jai Bhan,J Bhan,1,0,0,0
fbd6e9ad-55b7-4dbd-9810-3e1c4e5bedb7,dea3e651-2a71-4c86-aa6d-ef1b71dba643,b0d2ee4c-be8f-4a75-b138-0740a52970c6,7cccf3c2-52d5-4dfc-91c8-9664f27ac72b,Jai Bhan,J Bhan,2,0,0,0
fbd6e9ad-55b7-4dbd-9810-3e1c4e5bedb7,dea3e651-2a71-4c86-aa6d-ef1b71dba643,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f6dd9552-fbc5-4490-ac27-b50ff948f8f5,Priyanshu Tomar,P Tomar,1,0,0,0
fbd6e9ad-55b7-4dbd-9810-3e1c4e5bedb7,dea3e651-2a71-4c86-aa6d-ef1b71dba643,b0d2ee4c-be8f-4a75-b138-0740a52970c6,d1ed36b2-499d-4b65-95a3-6f3f51177415,Armaan Datta,A Datta,1,0,0,0
fbd6e9ad-55b7-4dbd-9810-3e1c4e5bedb7,dea3e651-2a71-4c86-aa6d-ef1b71dba643,b0d2ee4c-be8f-4a75-b138-0740a52970c6,c3a31191-6c5e-438e-9288-354845031832,Abcin Thomas,A Thomas,2,0,0,0
fbd6e9ad-55b7-4dbd-9810-3e1c4e5bedb7,cab4578f-edba-4a50-a24f-945e61822468,1977fa7e-f689-4fee-b28e-a9aa92a3a15c,d646e128-a3e8-456a-bc6e-5b0d02f77999,Rizwan Malik,R Malik,1,0,0,0
fbd6e9ad-55b7-4dbd-9810-3e1c4e5bedb7,cab4578f-edba-4a50-a24f-945e61822468,1977fa7e-f689-4fee-b28e-a9aa92a3a15c,450085b3-a1bf-4230-aab4-2bdf1a746fd4,Rafay Abbas,R Abbas,1,0,0,0
