match_id,innings_id,batting_team_id,bowling_team_id,over_number,bowler_participant_id,bowler_short_name,runs,wickets,legal_balls,wides,no_balls,boundaries,run_rate_after_over
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,6,400e4752-f236-4ca7-93e9-fd8ebee6735e,S Chaurasiya,2,0,6,0,0,0,3.43
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,7,6b74d336-b105-407c-b4ef-f68e2fba7862,D Sehra,0,0,6,0,0,0,3.0
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,8,400e4752-f236-4ca7-93e9-fd8ebee6735e,S Chaurasiya,5,0,6,0,0,0,3.22
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,9,6b74d336-b105-407c-b4ef-f68e2fba7862,D Sehra,10,0,6,0,0,2,3.9
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,10,400e4752-f236-4ca7-93e9-fd8ebee6735e,S Chaurasiya,2,0,6,0,0,0,3.73
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,11,6b74d336-b105-407c-b4ef-f68e2fba7862,D Sehra,2,0,6,0,0,0,3.58
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,12,100b60f9-15ab-4d35-9626-be4212a5d0e2,R Suravajjula,4,0,6,0,0,0,3.62
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,13,b47cab94-0a21-43b5-ace2-ee06304e1880,D Singh,3,0,6,0,0,0,3.5
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,14,100b60f9-15ab-4d35-9626-be4212a5d0e2,R Suravajjula,1,1,6,0,0,0,3.33
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,15,b47cab94-0a21-43b5-ace2-ee06304e1880,D Singh,1,0,6,0,0,0,3.19
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,16,100b60f9-15ab-4d35-9626-be4212a5d0e2,R Suravajjula,2,0,6,0,0,0,3.12
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,17,b47cab94-0a21-43b5-ace2-ee06304e1880,D Singh,1,0,6,0,0,0,3.0
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,18,100b60f9-15ab-4d35-9626-be4212a5d0e2,R Suravajjula,2,0,7,0,0,0,2.97
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,19,b47cab94-0a21-43b5-ace2-ee06304e1880,D Singh,2,0,6,0,0,0,2.93
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,20,100b60f9-15ab-4d35-9626-be4212a5d0e2,R Suravajjula,8,0,6,0,0,1,3.17
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,21,b47cab94-0a21-43b5-ace2-ee06304e1880,D Singh,0,1,6,0,0,0,3.02
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,22,d36a9234-b2b2-44a0-9fa3-3e1527aa4b1c,H Kumar,1,0,6,0,0,0,2.94
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,23,f4eec6b0-c7ff-4771-b4f1-8ea5865e1186,A Bodele,2,0,6,0,1,0,2.9
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,24,d36a9234-b2b2-44a0-9fa3-3e1527aa4b1c,H Kumar,0,2,6,0,0,0,2.78
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,25,d36a9234-b2b2-44a0-9fa3-3e1527aa4b1c,H Kumar,4,0,6,0,1,0,2.83
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,26,d36a9234-b2b2-44a0-9fa3-3e1527aa4b1c,H Kumar,8,0,6,0,1,1,3.02
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,27,d36a9234-b2b2-44a0-9fa3-3e1527aa4b1c,H Kumar,6,0,6,0,0,1,3.12
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,28,f4eec6b0-c7ff-4771-b4f1-8ea5865e1186,A Bodele,7,0,6,0,0,1,3.26
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,29,d36a9234-b2b2-44a0-9fa3-3e1527aa4b1c,H Kumar,0,0,6,0,0,0,3.15
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,30,f4eec6b0-c7ff-4771-b4f1-8ea5865e1186,A Bodele,1,0,6,0,0,0,3.08
05665f84-65b6-4604-a11e-759276140c32,a4b57661-6c81-4285-ba6b-3743db36f54a,2455adf0-f6ca-4803-839d-f58c1cf154dd,b0d2ee4c-be8f-4a75-b138-0740a52970c6,31,b47cab94-0a21-43b5-ace2-ee06304e1880,D Singh,0,1,2,0,0,0,3.05
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,0,6b6a02e6-17c8-4251-8a40-b6a149750ed1,A John,1,0,6,0,0,0,1.0
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,1,872cc62c-558e-4032-9876-38d1b31c773f,G Singh,5,0,6,0,0,0,3.0
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,2,6b6a02e6-17c8-4251-8a40-b6a149750ed1,A John,5,0,6,0,0,0,3.67
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,3,872cc62c-558e-4032-9876-38d1b31c773f,G Singh,8,0,6,0,0,1,4.75
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,4,6b6a02e6-17c8-4251-8a40-b6a149750ed1,A John,3,0,6,0,0,0,4.4
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,5,872cc62c-558e-4032-9876-38d1b31c773f,G Singh,2,0,6,0,0,0,4.0
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,6,6b6a02e6-17c8-4251-8a40-b6a149750ed1,A John,13,0,6,0,1,2,5.29
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,7,872cc62c-558e-4032-9876-38d1b31c773f,G Singh,7,0,6,0,0,0,5.5
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,8,0069e210-49dc-40e4-b16a-26fbe0e7b120,K Singh,1,0,6,0,0,0,5.0
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,9,872cc62c-558e-4032-9876-38d1b31c773f,G Singh,2,0,6,0,0,0,4.7
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,10,0069e210-49dc-40e4-b16a-26fbe0e7b120,K Singh,6,0,6,0,0,0,4.82
