match_id,status,status_id,match_type,match_type_id,is_ball_by_ball,result_text,grade_id,grade_name,round_id,round_name,home_team_id,home_team_name,away_team_id,away_team_name,fvcc_team_id,fvcc_team_name,venue_id,venue_name,playing_surface_id,playing_surface_name,start_date_time,match_day_count,scorecard_innings_count,ball_innings_count
53f979f1-6039-42bc-82dd-0ff36d0d7169,COMPLETED,3,Two Day,1,True,Preston Baseballers CC 1st XI won by 5 wickets,c0420577-837e-46d9-80ed-79a16e4e67cb,01 - Jika Shield,dcf3aebc-3139-426f-8bf9-253485bda560,Round 14,6b44b227-779d-4d06-a30e-958d00f39c20,Preston Baseballers CC 1st XI,fa410898-8244-46e6-a9c6-d02e6dd1b8b5,Fiji Victorian CC 1st XI,fa410898-8244-46e6-a9c6-d02e6dd1b8b5,Fiji Victorian CC 1st XI,64d6effe-bc7a-4ece-9be7-64a22dea105f,H.L.T Oulten Park,58f12122-a2a0-43c3-9ea9-166f9a6e1384,Oval #1 North,2026-02-07T12:30:00.0000000+11:00,2,4,3
