season_id,season,team_id,team_name,grade_id,grade_name,competition_id,competition_name
fec2e604-1806-4e0f-861e-b7ee37643f96,Summer 2018/19,2d059da5-66a6-4dfc-9dde-935c410c2b4a,J Grade,c25aa7ee-819f-4c17-9ab1-2546b5bf8a06,J Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
fec2e604-1806-4e0f-861e-b7ee37643f96,Summer 2018/19,8525823d-4fb6-4685-881e-32f90446a4bc,Pullen Shield,2604263c-4d8c-453a-a1b4-cda908cd3923,Pullen Shield,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
a9c25381-9a31-4bde-b3ff-4074ebed8044,Summer 2017/18,6043e1a9-55b6-48b7-8f81-bbb88ccd4daa,G Grade,90e68cbf-be97-4f03-b3a6-668274f35cc6,G Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
a9c25381-9a31-4bde-b3ff-4074ebed8044,Summer 2017/18,3a440d61-751e-4df2-9384-843891ea658c,K Grade,9a587ff4-684d-42da-9703-a2d7a90ba906,K Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
a9c25381-9a31-4bde-b3ff-4074ebed8044,Summer 2017/18,4e54746b-4fe3-4aa4-9f05-a00cb9ee91f1,Pullen Shield,e126fce0-68e8-49af-9970-a9d3e1108b15,Pullen Shield,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
7ec61036-ef0f-434b-9cfb-d287d9f6ec26,Summer 2016/17,fd47d23d-ef1b-4030-83dc-412c4d4a51f0,E Grade,e56feecf-ce7e-47e4-9860-825059882820,E Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
7ec61036-ef0f-434b-9cfb-d287d9f6ec26,Summer 2016/17,c5910477-2247-4ab7-8437-2062e6c7a879,J Grade,9b294531-1c54-405f-b705-8961a7fed35c,J Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
7ec61036-ef0f-434b-9cfb-d287d9f6ec26,Summer 2016/17,0c955504-6b15-480b-b633-755ec1633b99,Quiney Shield,7839945e-6d50-457f-90c5-e55d0dcb4650,Quiney Shield,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
c097ba1c-ea65-4a1e-8945-ffe9f22c576a,Summer 2015/16,441cca86-0e85-4b86-bf02-6447dbad76d2,E Grade,dd90a164-54f5-4fe2-98f2-c4a515931bdd,E Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
c097ba1c-ea65-4a1e-8945-ffe9f22c576a,Summer 2015/16,705fc554-3233-4c04-a3b4-a695d143febb,I Grade,fe48ca34-91b5-427c-8606-697252a68450,I Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
c097ba1c-ea65-4a1e-8945-ffe9f22c576a,Summer 2015/16,b4734aa5-7532-441b-95e3-745aaa9e1e8d,Quiney Shield,cea783d5-9976-459e-bbbb-e6c383cbf53e,Quiney Shield,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
f7567eab-6090-4cf2-b14f-2874ae98667f,Summer 2014/15,8a917b6a-ff23-4aac-b806-1d14789d0763,E Grade,e762da22-4674-4ae8-a2c4-46324ff4d28d,E Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
f7567eab-6090-4cf2-b14f-2874ae98667f,Summer 2014/15,6d61f611-769d-427e-8b65-27289db94d9b,H Grade,80217a6f-6881-495c-adef-e2c8ad11a440,H Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
f7567eab-6090-4cf2-b14f-2874ae98667f,Summer 2014/15,8f4520fe-a8c3-4d13-87e9-785e9a60c5bf,Quiney Shield,a2fa80d6-246c-40a6-8a02-9651a334bfd6,Quiney Shield,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
a07158e7-b32f-4511-9f9b-5f75c5f7d6ae,Summer 2013/14,1b4e4516-7f79-4c25-9ea7-396c44d4afec,SS 1st,123a7742-b7a7-4f07-9a67-ad490a2201bf,Pullen Shield,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
a07158e7-b32f-4511-9f9b-5f75c5f7d6ae,Summer 2013/14,ef2e263b-37b5-45c7-a4a7-eeb4c838fdf4,SS 2nds,2c98f4ba-042f-45e4-a82a-e5373294df5f,E Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
a07158e7-b32f-4511-9f9b-5f75c5f7d6ae,Summer 2013/14,07a13acf-7204-4337-896a-4ea401c801e4,SS 3rds,29bdecf6-a21d-4173-9139-255df2504206,G Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
