match_id,season,grade_name,round_name,match_date,club_team_id,club_team_name,fvcc_team_name,opponent_team_name,captain_name,result_text,result_margin_display,venue_name,scoreboard_url,confidence,detection_reason
5fe19275-9b55-48ed-b184-eb5bc7c29ac3,Summer 2001/02,"NMCA - Les Kemp Shield - ""E"" Grade",Grand Final,2002-03-09T00:00:00.0000000+00:00,,Fiji Victorian,Fiji Victorian,Taipans,Amresh Bhan,Fiji Victorian won by 38 runs,Won by 38 runs,,https://play.cricket.com.au/match/5fe19275-9b55-48ed-b184-eb5bc7c29ac3?tab=scorecard,high,round_name contains 'grand final'
d985eece-8c1c-4546-b018-93a39a13b3ba,Summer 2009/10,"NMCA - ""F"" Grade South - Torrens Shield",Grand Final,2010-03-13T13:30:00.0000000+00:00,,Fiji Victorian 3rd XI,Fiji Victorian 3rd XI,Cobras 4th XI,Vinay Sharma,Fiji Victorian 3rd XI won by 9 runs,Won by 9 runs,,https://play.cricket.com.au/match/d985eece-8c1c-4546-b018-93a39a13b3ba?tab=scorecard,high,round_name contains 'grand final'
64ebf974-b479-4cb2-ba74-b2d342bb045b,Summer 2010/11,"NMCA - Bob Herman Shield - ""D"" Grade",Grand Final,2011-03-12T13:00:00.0000000+00:00,,Fiji Victorian,Fiji Victorian,Strathewen,Vinay Sharma,Fiji Victorian won by 71 runs,Won by 71 runs,,https://play.cricket.com.au/match/64ebf974-b479-4cb2-ba74-b2d342bb045b?tab=scorecard,high,round_name contains 'grand final'
6be52fd2-d39e-424a-9264-4fa8fe6dc914,Summer 2011/12,"NMCA - Bob Herman Shield - ""D"" Grade",Grand Final,2012-03-10T13:00:00.0000000+00:00,,Fiji Victorian,Fiji Victorian,Strathewen,Vinay Sharma,Fiji Victorian won by 83 runs,Won by 83 runs,,https://play.cricket.com.au/match/6be52fd2-d39e-424a-9264-4fa8fe6dc914?tab=scorecard,high,round_name contains 'grand final'
bce8b41f-598e-43f2-9ccc-c63c09f049f3,Summer 2016/17,"NMCA - Bob Herman Shield - ""D"" Grade",Grand Final,2017-03-11T13:00:00.0000000+00:00,,Fiji Victorian,Fiji Victorian,West Preston,Amresh Bhan,Fiji Victorian won by 15 runs,Won by 15 runs,,https://play.cricket.com.au/match/bce8b41f-598e-43f2-9ccc-c63c09f049f3?tab=scorecard,high,round_name contains 'grand final'
365a93d2-83d0-456b-aa8a-aee5e6beda80,Summer 2020/21,NMCA - Jack Kelly Shield,Grand Final,2021-03-21T00:00:00.0000000+11:00,,Fiji Victorian,Fiji Victorian,Lalor Warriors,Sai Krishna Buddaraju,Fiji Victorian won by 3 wickets,Won by 3 wickets,H.L.T Oulten Park,https://play.cricket.com.au/match/365a93d2-83d0-456b-aa8a-aee5e6beda80?tab=scorecard,high,round_name contains 'grand final'
61c0c2c4-5c70-4856-afe0-be7e1207dd0b,Summer 2021/22,"NMCA - Les Kemp Shield - ""E"" Grade",Grand Final,2022-03-06T00:00:00.0000000+11:00,,Fiji Victorian 3rd XI,Fiji Victorian 3rd XI,Reservoir Cobras 3rd XI,Feroz Hassan,Fiji Victorian 3rd XI won by 7 runs,Won by 7 runs,C.T. Barling Reserve,https://play.cricket.com.au/match/61c0c2c4-5c70-4856-afe0-be7e1207dd0b?tab=scorecard,high,round_name contains 'grand final'
1afc286b-de28-4d9b-90b5-90218861dc28,Summer 2024/25,03 - Jack Kelly Shield,Grand Final,2025-03-22T12:30:00.0000000+11:00,,Fiji Victorian CC 2nd XI,Fiji Victorian CC 2nd XI,Northern Socials CC 1st XI,Vinay Sharma,Fiji Victorian CC 2nd XI won,Won,C.T. Barling Reserve,https://play.cricket.com.au/match/1afc286b-de28-4d9b-90b5-90218861dc28?tab=scorecard,high,round_name contains 'grand final'
